close,high,ignore,low,open,close_time,number_of_trades,open_time,quote_asset_volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,volume
42905.02000000,42905.03000000,0,42905.02000000,42905.02000000,1707069415999,6,1707069415000,2057.72510970,0.03505000,1503.82130150,0.04796000,
42905.02000000,42905.02000000,0,42905.02000000,42905.02000000,1707069416999,2,1707069416000,106.83349980,0.00000000,0.00000000,0.00249000,
42905.02000000,42905.03000000,0,42905.02000000,42905.03000000,1707069417999,7,1707069417000,93.96200900,0.00152000,65.21564560,0.00219000,
42905.03000000,42905.03000000,0,42905.02000000,42905.03000000,1707069418999,7,1707069418000,98.68156320,0.00172000,73.79665160,0.00230000,
42905.03000000,42905.03000000,0,42905.02000000,42905.02000000,1707069419999,27,1707069419000,1792.57196090,0.02253000,966.65032590,0.04178000,
42905.03000000,42905.03000000,0,42905.02000000,42905.02000000,1707069420999,21,1707069420000,3210.58323760,0.05910000,2535.68727300,0.07483000,
42905.02000000,42905.02000000,0,42905.02000000,42905.02000000,1707069421999,1,1707069421000,140.72846560,0.00000000,0.00000000,0.00328000,
42905.03000000,42905.03000000,0,42905.02000000,42905.03000000,1707069422999,4,1707069422000,256.14299410,0.00247000,105.97542410,0.00597000,
42905.03000000,42905.03000000,0,42905.02000000,42905.03000000,1707069423999,4,1707069423000,1753.95755800,0.03404000,1460.48722120,0.04088000,
42905.02000000,42905.03000000,0,42905.02000000,42905.02000000,1707069424999,14,1707069424000,23833.74415520,0.55452000,23791.69723560,0.55550000,
42905.03000000,42905.03000000,0,42905.02000000,42905.03000000,1707069425999,7,1707069425000,6767.41007790,0.12733000,5463.09746990,0.15773000,
42905.02000000,42905.02000000,0,42905.02000000,42905.02000000,1707069426999,2,1707069426000,145.44801780,0.00000000,0.00000000,0.00339000,
42905.02000000,42905.03000000,0,42905.02000000,42905.03000000,1707069427999,2,1707069427000,30.46256650,0.00023000,9.86815690,0.00071000,
42905.03000000,42905.03000000,0,42905.02000000,42905.03000000,1707069428999,3,1707069428000,559.05244000,0.00294000,126.14078820,0.01303000,
42905.02000000,42905.03000000,0,42905.02000000,42905.02000000,1707069429999,50,1707069429000,2635.22651740,0.01890000,810.90506700,0.06142000,
42905.03000000,42905.03000000,0,42905.02000000,42905.02000000,1707069430999,6,1707069430000,1017.27802650,0.00023000,9.86815690,0.02371000,
42905.03000000,42905.03000000,0,42905.03000000,42905.03000000,1707069431999,0,1707069431000,0.00000000,0.00000000,0.00000000,0.00000000,
42905.03000000,42905.03000000,0,42905.02000000,42905.03000000,1707069432999,4,1707069432000,1827.75386830,0.00163000,69.93519890,0.04260000,
42905.03000000,42905.03000000,0,42905.03000000,42905.03000000,1707069433999,5,1707069433000,2372.64815900,0.05530000,2372.64815900,0.05530000,
42905.02000000,42905.03000000,0,42905.02000000,42905.03000000,1707069434999,10,1707069434000,21596.67587580,0.50086000,21489.41332580,0.50336000,
42905.03000000,42905.03000000,0,42905.02000000,42905.02000000,1707069435999,49,1707069435000,5328.80353150,0.00475000,203.79889250,0.12420000,
42905.03000000,42905.03000000,0,42905.03000000,42905.03000000,1707069436999,4,1707069436000,2062.87384240,0.04808000,2062.87384240,0.04808000,
42905.03000000,42905.03000000,0,42905.02000000,42905.03000000,1707069437999,56,1707069437000,2545.98394990,0.00631000,270.73073930,0.05934000,
42905.02000000,42905.02000000,0,42905.02000000,42905.02000000,1707069438999,2,1707069438000,967.07915080,0.00000000,0.00000000,0.02254000,
42905.03000000,42905.03000000,0,42905.02000000,42905.02000000,1707069439999,4,1707069439000,141.15751840,0.00026000,11.15530780,0.00329000,
42905.02000000,42905.03000000,0,42905.02000000,42905.03000000,1707069440999,2,1707069440000,273.30502190,0.00445000,190.92738350,0.00637000,
42905.02000000,42905.03000000,0,42905.02000000,42905.03000000,1707069441999,3,1707069441000,131.28936490,0.00037000,15.87486110,0.00306000,
42905.03000000,42905.03000000,0,42905.02000000,42905.02000000,1707069442999,3,1707069442000,63.92848130,0.00015000,6.43575450,0.00149000,
42905.03000000,42905.03000000,0,42905.02000000,42905.02000000,1707069443999,2,1707069443000,20.59441110,0.00015000,6.43575450,0.00048000,
42905.03000000,42905.03000000,0,42905.02000000,42905.02000000,1707069444999,9,1707069444000,30649.20812030,0.70833000,30390.91989990,0.71435000,
42905.02000000,42905.02000000,0,42905.02000000,42905.02000000,1707069445999,1,1707069445000,215.81225060,0.00000000,0.00000000,0.00503000,
42905.03000000,42905.03000000,0,42905.02000000,42905.02000000,1707069446999,2,1707069446000,67.78994590,0.00143000,61.35419290,0.00158000,
42905.03000000,42905.03000000,0,42905.03000000,42905.03000000,1707069447999,0,1707069447000,0.00000000,0.00000000,0.00000000,0.00000000,
42905.03000000,42905.03000000,0,42905.02000000,42905.03000000,1707069448999,4,1707069448000,610.96757070,0.00859000,368.55420770,0.01424000,
42905.03000000,42905.03000000,0,42905.03000000,42905.03000000,1707069449999,2,1707069449000,1040.44697750,0.02425000,1040.44697750,0.02425000,
