close,high,ignore,low,open,close_time,number_of_trades,open_time,quote_asset_volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,volume
42722.90000000,42876.48000000,0,42559.29000000,42611.10000000,1705525199999,157049,1705521600000,127754991.21500390,1657.22368000,70790194.86724700,2990.71477000,
42676.13000000,42822.96000000,0,42603.20000000,42722.90000000,1705528799999,71096,1705525200000,48057504.41196020,582.76247000,24888733.04315770,1125.24713000,
42722.14000000,42729.06000000,0,42450.00000000,42676.14000000,1705532399999,40647,1705528800000,32694649.17699290,360.12241000,15347668.67116220,767.12266000,
42776.10000000,42792.48000000,0,42619.73000000,42722.13000000,1705535999999,39932,1705532400000,37150704.87933870,433.63113000,18520565.01990100,869.79899000,
42660.79000000,42784.40000000,0,42617.31000000,42776.09000000,1705539599999,33020,1705536000000,37458288.35423040,360.42808000,15391793.41537980,877.07281000,
42584.62000000,42713.92000000,0,42502.19000000,42660.79000000,1705543199999,37756,1705539600000,34681966.04469250,355.65338000,15149034.03072190,814.27639000,
42653.82000000,42721.00000000,0,42584.12000000,42584.61000000,1705546799999,27372,1705543200000,24052090.46407590,247.02830000,10538215.00373370,563.69795000,
42592.05000000,42676.75000000,0,42550.00000000,42653.81000000,1705550399999,24503,1705546800000,22250150.85269430,221.00589000,9415436.64698190,522.20522000,
42665.00000000,42689.95000000,0,42589.00000000,42592.04000000,1705553999999,25728,1705550400000,23459228.84275050,261.29917000,11142019.46015350,550.15100000,
42772.87000000,42784.99000000,0,42634.00000000,42664.99000000,1705557599999,33306,1705554000000,34059778.50111350,424.92899000,18148664.84820840,797.44359000,
42807.05000000,42873.25000000,0,42759.13000000,42772.86000000,1705561199999,40772,1705557600000,34992714.52720430,401.33267000,17183048.70451780,817.27204000,
42915.33000000,42922.00000000,0,42804.00000000,42807.04000000,1705564799999,42696,1705561200000,52674846.96966390,599.69771000,25717282.81679300,1228.24675000,
42742.00000000,42930.00000000,0,42724.00000000,42915.32000000,1705568399999,34680,1705564800000,37283279.60115920,344.36917000,14749602.79343340,870.48171000,
42743.84000000,42871.85000000,0,42709.61000000,42742.00000000,1705571999999,41480,1705568400000,41024106.37203320,500.53927000,21414997.04133040,958.87490000,
42447.66000000,42779.27000000,0,42388.00000000,42743.85000000,1705575599999,77188,1705572000000,65936301.46798870,605.94825000,25800262.03265520,1548.48202000,
42544.59000000,42551.10000000,0,42387.68000000,42447.67000000,1705579199999,53005,1705575600000,63263723.86756780,802.61117000,34095135.91744260,1489.29762000,
42433.44000000,42547.39000000,0,42353.80000000,42544.60000000,1705582799999,45276,1705579200000,47258800.22374990,498.21635000,21141866.41518050,1113.60163000,
42508.00000000,42657.16000000,0,42362.00000000,42433.45000000,1705586399999,58661,1705582800000,63367845.31156410,813.62084000,34566369.60256030,1491.62445000,
42738.70000000,42742.00000000,0,42428.37000000,42508.01000000,1705589999999,80099,1705586400000,55854586.75909580,698.16300000,29718667.29528560,1312.17402000,
42619.32000000,42810.00000000,0,42611.10000000,42738.70000000,1705593599999,49916,1705590000000,58475811.43924130,719.31212000,30721110.59029300,1369.13154000,
41948.99000000,42619.32000000,0,41736.27000000,42619.31000000,1705597199999,148603,1705593600000,204071260.29743320,2144.87421000,90289514.44308800,4847.44805000,
41816.71000000,42178.39000000,0,41500.00000000,41948.99000000,1705600799999,117717,1705597200000,168730833.18670490,1954.64927000,81770949.22926780,4035.11879000,
41508.95000000,41916.07000000,0,41370.00000000,41816.71000000,1705604399999,90412,1705600800000,140169419.53396950,1666.60438000,69268535.40475700,3372.52432000,
